Order Number|Album Name|Title|Genre|Artist|Year|Description|Image Location|Media Type|Track Number|Download Link
398|Đức Phật Là Một Con Người - Thích Phước Tiến|Đức Phật Là Một Con Người - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2014|Bài pháp thoại Đức Phật Là Một Con Người do Đại Đức Thích Phước Tiến thuyết giảng.  Ngược dòng thời gian cách đây hơn hai mươi sáu thế kỷ, một con người lịch sử bằng xương bằng thịt xuất hiện ra đời khoảng năm 624 trước công nguyên tại vườn Lâm-tì-ni (Lumbini) thuộc Ấn Độ, Nê-pan (Nepal) ngày nay. Con người ấy chính là đức Phật Thích Ca Mâu Ni (Sakyamuni), vị vua hòa bình, vị sứ giả hòa bình, vị hiện thân của hòa bình, đem lại tình thương, an lạc và hạnh phúc đích thực cho thế gian này.|https://lh6.googleusercontent.com/-dGewbLuDLKI/U31aDA_YHXI/AAAAAAAAK6M/jkdOtaWZ4B0/s194/phatphapungdung22052014.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm2/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-DucPhatLaMotConNguoi.mp3
399|Báo Ân Phật - Thích Phước Tiến|Báo Ân Phật - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2014|Bài pháp thoại Báo Ân Phật do Đại Đức Thích Phước Tiến thuyết giảng. |https://lh4.googleusercontent.com/-Hhphm2ipy2M/U31aCawhirI/AAAAAAAAK6E/M0m0Ba-QXNk/s194/phatphapungdung22052014.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm2/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-BaoAnPhat.mp4
400|Báo Ân Phật - Thích Phước Tiến|Báo Ân Phật - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2014|Bài pháp thoại Báo Ân Phật do Đại Đức Thích Phước Tiến thuyết giảng. |https://lh4.googleusercontent.com/-Hhphm2ipy2M/U31aCawhirI/AAAAAAAAK6E/M0m0Ba-QXNk/s194/phatphapungdung22052014.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm2/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-BaoAnPhat.mp3
401|Ngũ Minh - Phương Châm Hoằng Pháp - Thích Phước Tiến|Ngũ Minh - Phương Châm Hoằng Pháp - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2014|Bài pháp thoại Ngũ Minh - Phương Châm Hoằng Pháp do Đại Đức Thích Phước Tiến thuyết giảng tại chùa Hội An tại Bình Dương.|https://lh3.googleusercontent.com/-ANdDLuM9_wg/U22aJkY3iiI/AAAAAAAAKnY/40eoRdY2fJs/s194/phatphapungdung10052014.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm2/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-NguMinhPhuongChamHoangPhap.mp4
402|Ngũ Minh - Phương Châm Hoằng Pháp - Thích Phước Tiến|Ngũ Minh - Phương Châm Hoằng Pháp - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2014|Bài pháp thoại Ngũ Minh - Phương Châm Hoằng Pháp do Đại Đức Thích Phước Tiến thuyết giảng tại chùa Hội An tại Bình Dương.|https://lh3.googleusercontent.com/-ANdDLuM9_wg/U22aJkY3iiI/AAAAAAAAKnY/40eoRdY2fJs/s194/phatphapungdung10052014.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm2/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-NguMinhPhuongChamHoangPhap.mp3
403|Năm Nguyên Tắc Đạo Đức Của Phật Tử Tại Gia Phần 2 - 5 Moral Principles Of The Buddhists P2: Do Not Be Greedy, Do Not Steal - Thích Phước Tiến|Năm Nguyên Tắc Đạo Đức Của Phật Tử Tại Gia Phần 2 - Không Gian Tham, Trộm Cướp - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2014|"Xem thêm: Phần 1
Bài pháp thoại Năm Nguyên Tắc Đạo Đức Của Phật Tử do Đại Đức Thích Phước Tiến thuyết giảng. Ngũ Giới là 5 điều không nên làm mà Phật đã chỉ dạy, để ngăn những ý niệm ác, nói năng chẳng lành, hành động bất chính. Năm điều ấy là: Không sát sanh, không trộm cướp, không được tà dâm, không nói dối, không uống rượu. Đức Phật không bắt buộc chúng ta phải tuân theo và cũng không hăm dọa nếu chúng ta không tuân theo thì phải bị Ngài trừng phạt. Sự giữ hay không giữ là hoàn toàn do chúng ta tự liệu lấy. Đạo Phật khác với các tôn giáo khác chính là ở điểm đức  không phải là một quan toà tối cao giữ quyền thưởng phạt. Một ý nghĩ, một lời nói, một hành động tốt hay xấu chính đã mang theo nó một cái mầm thưởng phạt rồi. Đức Phật chỉ là một vị dẫn đường rất từ bi và rất sáng suốt. Ngài chỉ cho chúng ta con đường nào là con đường sáng và con đường nào là con đường nguy hiểm không nên đi. Và chúng ta là người quyết định lấy. "|https://lh6.googleusercontent.com/-PXEWga55hbE/UsPm4Ld-8AI/AAAAAAAAFqo/tFjcS5ACX84/s195/phatphapungdung01012014.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm2/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-NamNguyenTacDaoDucCuaNguoiPhatTuTaiGia-Phan2-GianTham,TromCuop-Sub.mp4
404|Năm Nguyên Tắc Đạo Đức Của Phật Tử Tại Gia Phần 2 - 5 Moral Principles Of The Buddhists P2: Do Not Be Greedy, Do Not Steal - Thích Phước Tiến|Năm Nguyên Tắc Đạo Đức Của Phật Tử Tại Gia Phần 2 - Không Gian Tham, Trộm Cướp - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2014|"Xem thêm: Phần 1
Bài pháp thoại Năm Nguyên Tắc Đạo Đức Của Phật Tử do Đại Đức Thích Phước Tiến thuyết giảng. Ngũ Giới là 5 điều không nên làm mà Phật đã chỉ dạy, để ngăn những ý niệm ác, nói năng chẳng lành, hành động bất chính. Năm điều ấy là: Không sát sanh, không trộm cướp, không được tà dâm, không nói dối, không uống rượu. Đức Phật không bắt buộc chúng ta phải tuân theo và cũng không hăm dọa nếu chúng ta không tuân theo thì phải bị Ngài trừng phạt. Sự giữ hay không giữ là hoàn toàn do chúng ta tự liệu lấy. Đạo Phật khác với các tôn giáo khác chính là ở điểm đức  không phải là một quan toà tối cao giữ quyền thưởng phạt. Một ý nghĩ, một lời nói, một hành động tốt hay xấu chính đã mang theo nó một cái mầm thưởng phạt rồi. Đức Phật chỉ là một vị dẫn đường rất từ bi và rất sáng suốt. Ngài chỉ cho chúng ta con đường nào là con đường sáng và con đường nào là con đường nguy hiểm không nên đi. Và chúng ta là người quyết định lấy. "|https://lh6.googleusercontent.com/-PXEWga55hbE/UsPm4Ld-8AI/AAAAAAAAFqo/tFjcS5ACX84/s195/phatphapungdung01012014.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm2/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-NamNguyenTacDaoDucCuaNguoiPhatTuTaiGia-Phan2-GianTham,TromCuop.mp3
405|Nghịch Duyên (Resisting Accessory Cause) - KT40 - Thích Phước Tiến|Nghịch Duyên (Resisting Accessory Cause) - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2014|"Bài pháp thoại Nghịch Duyên do Đại Đức Thích Phước Tiến thuyết giảng nhân khóa tu Một Ngày An Lạc lần thứ 40 tại Tu Viện Tường Vân.  Nghịch nghĩa là ngược lại; duyên là điều kiện, hoàn cảnh, thời điểm... Nghịch duyên là những điều kiện, hoàn cảnh, thời điểm... gây ra sự trở ngại, là những nguyên nhân tác động bên ngoài làm chúng ta đau khổ. Bằng cách lí giải song song khái niệm hai phạm trù thuận duyên và nghịch duyên, Thầy trụ trì đã khéo léo nhắn nhủ hàng Phật tử chúng ta với tâm cầu pháp học đạo cần phải biết chấp nhận hai mặt thuận - nghịch tồn tại theo quy luật của cuộc sống: thành công - thất bại, hạnh phúc - khổ đau... Đặc biệt, Thầy nhấn mạnh đến hai khía cạnh mà trạng thái tinh thần chúng ta hay vướng bận nhất. Xuất phát minh chứng từ lời dạy của HT. Thích Nhất Hạnh: ""Hoa sen không thể mọc từ đá cẩm thạch"", Thầy khẳng định một điều rằng: ""Không có bùn thì không có hoa sen"", muốn được hạnh phúc phải biết chấp nhận đau khổ."|https://lh6.googleusercontent.com/-YpRfM0huJno/U2L1KLs_swI/AAAAAAAAKWk/g7_AECIAHxI/s194/phatphapungdung02052014.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/KhoaTuAnLac/KT40-NghichDuyen-ThichPhuocTien-Sub.mp4
406|Nghịch Duyên (Resisting Accessory Cause) - KT40 - Thích Phước Tiến|Nghịch Duyên (Resisting Accessory Cause) - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2014|"Bài pháp thoại Nghịch Duyên do Đại Đức Thích Phước Tiến thuyết giảng nhân khóa tu Một Ngày An Lạc lần thứ 40 tại Tu Viện Tường Vân.  Nghịch nghĩa là ngược lại; duyên là điều kiện, hoàn cảnh, thời điểm... Nghịch duyên là những điều kiện, hoàn cảnh, thời điểm... gây ra sự trở ngại, là những nguyên nhân tác động bên ngoài làm chúng ta đau khổ. Bằng cách lí giải song song khái niệm hai phạm trù thuận duyên và nghịch duyên, Thầy trụ trì đã khéo léo nhắn nhủ hàng Phật tử chúng ta với tâm cầu pháp học đạo cần phải biết chấp nhận hai mặt thuận - nghịch tồn tại theo quy luật của cuộc sống: thành công - thất bại, hạnh phúc - khổ đau... Đặc biệt, Thầy nhấn mạnh đến hai khía cạnh mà trạng thái tinh thần chúng ta hay vướng bận nhất. Xuất phát minh chứng từ lời dạy của HT. Thích Nhất Hạnh: ""Hoa sen không thể mọc từ đá cẩm thạch"", Thầy khẳng định một điều rằng: ""Không có bùn thì không có hoa sen"", muốn được hạnh phúc phải biết chấp nhận đau khổ."|https://lh6.googleusercontent.com/-YpRfM0huJno/U2L1KLs_swI/AAAAAAAAKWk/g7_AECIAHxI/s194/phatphapungdung02052014.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm2/buddhist/MP3/KhoaTuAnLac/KT40-NghichDuyen-ThichPhuocTien.mp3
407|Bạn Không Thể Sống Một Mình_You Can’t Live Alone - Thích Phước Tiến|Bạn Không Thể Sống Một Mình - You Can’t Live Alone - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2014|Bài pháp thoại Bạn Không Thể Sống Một Mình do Đại Đức Thích Phước Tiến thuyết giảng. Sống trong cuộc đời này để tồn tại chúng ta phải nương tựa lẫn nhau như thuyết tương sinh trong đạo Phật. Cái này có thì cái kia có, chính vì lẽ đó con người không thể ích kỷ chỉ nghĩ riêng lợi ích của bản thân mà không màn đến người khác. |https://lh3.googleusercontent.com/-WWrJtpieXvo/U0uoZ1OEcMI/AAAAAAAAJ6Q/ZQe0itdsRBc/s192/phatphapungdung14042014.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm2/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-BanKhongTheSongMotMinh-Sub.mp4
408|Bạn Không Thể Sống Một Mình_You Can’t Live Alone - Thích Phước Tiến|Bạn Không Thể Sống Một Mình - You Can’t Live Alone - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2014|Bài pháp thoại Bạn Không Thể Sống Một Mình do Đại Đức Thích Phước Tiến thuyết giảng. Sống trong cuộc đời này để tồn tại chúng ta phải nương tựa lẫn nhau như thuyết tương sinh trong đạo Phật. Cái này có thì cái kia có, chính vì lẽ đó con người không thể ích kỷ chỉ nghĩ riêng lợi ích của bản thân mà không màn đến người khác. |https://lh3.googleusercontent.com/-WWrJtpieXvo/U0uoZ1OEcMI/AAAAAAAAJ6Q/ZQe0itdsRBc/s192/phatphapungdung14042014.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm2/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-BanKhongTheSongMotMinh.mp3
409|Cách Thức Tụng Kinh Trì Chú Niệm Phật Của Phật Tử Tại Gia - KT39 - Thích Phước Tiến|Cách Thức Tụng Kinh Trì Chú Niệm Phật Của Phật Tử Tại Gia - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2014|"Cách Thức Tụng Kinh Trì Chú Niệm Phật Của Phật Tử Tại Gia do Đại Đức Thích Phước Tiến thuyết giảng nhân Khóa Tu Một Ngày An Lạc lần thứ 39 tại Tu Viện Tường Vân, Huyện Bình Chánh. Qua bài pháp thoại, thầy không chỉ khái yếu một cách cơ bản nhất cách thức tụng, niệm, tán, xướng, v.v... mà còn hướng dẫn cụ thể cách đánh chuông, mõ và khánh khi tụng niệm. Nhân đây, Thầy cũng phân tích kĩ về tiếng chuông chánh niệm. Tiếng chuông nhẹ nhàng, ngân nga, sâu lắng, là lời thức tỉnh cho những ai tâm còn vọng niệm khi hành trì thỉnh chuông, gõ mõ. Theo đó, bằng những ví dụ thực tiễn và thâm sâu, Thầy đã dẫn dắt đại chúng tìm đến phương cách thiết lập ""tịnh độ tại nhân gian"", chuyển đổi nhẹ nhàng từ cách sống vội vàng sang cách sống trong tĩnh lặng."|https://lh5.googleusercontent.com/-NYNEmPT36sg/UzpfMyDXhII/AAAAAAAAIqw/4RYTbL7JWNs/s194/phatphapungdung01042014.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/KhoaTuAnLac/KT39-CachThucTungKinhTriChuNiemPhatCuaPTTaiGia-ThichPhuocTien.mp4
410|Cách Thức Tụng Kinh Trì Chú Niệm Phật Của Phật Tử Tại Gia - KT39 - Thích Phước Tiến|Cách Thức Tụng Kinh Trì Chú Niệm Phật Của Phật Tử Tại Gia - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2014|"Cách Thức Tụng Kinh Trì Chú Niệm Phật Của Phật Tử Tại Gia do Đại Đức Thích Phước Tiến thuyết giảng nhân Khóa Tu Một Ngày An Lạc lần thứ 39 tại Tu Viện Tường Vân, Huyện Bình Chánh. Qua bài pháp thoại, thầy không chỉ khái yếu một cách cơ bản nhất cách thức tụng, niệm, tán, xướng, v.v... mà còn hướng dẫn cụ thể cách đánh chuông, mõ và khánh khi tụng niệm. Nhân đây, Thầy cũng phân tích kĩ về tiếng chuông chánh niệm. Tiếng chuông nhẹ nhàng, ngân nga, sâu lắng, là lời thức tỉnh cho những ai tâm còn vọng niệm khi hành trì thỉnh chuông, gõ mõ. Theo đó, bằng những ví dụ thực tiễn và thâm sâu, Thầy đã dẫn dắt đại chúng tìm đến phương cách thiết lập ""tịnh độ tại nhân gian"", chuyển đổi nhẹ nhàng từ cách sống vội vàng sang cách sống trong tĩnh lặng."|https://lh5.googleusercontent.com/-NYNEmPT36sg/UzpfMyDXhII/AAAAAAAAIqw/4RYTbL7JWNs/s194/phatphapungdung01042014.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/KhoaTuAnLac/KT39-CachThucTungKinhTriChuNiemPhatCuaPTTaiGia-ThichPhuocTien.mp3
411|Ý Nghĩa Niết Bàn Trong Phật Giáo (The Significance Of Nirvāna In Buddhism) - Thích Phước Tiến|Ý Nghĩa Niết Bàn Trong Phật Giáo (The Significance Of Nirvāna In Buddhism) - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2014| Bài pháp thoại Ý Nghĩa Niết Bàn Trong Phật Giáo do Đại Đức Thích Phước Tiến thuyết giảng.  Trong các kinh điển có nhiều định nghĩa khác nhau nhưng chữ Niết Bàn (Nirvana) không ngoài những nghĩa Viên tịch (hoàn toàn vắng lặng), Vô sanh (không còn sanh diệt) và Giải thoát v.v... những nghĩa này nhằm chỉ cho người đạt đạo sống trong trạng thái tâm thể hoàn toàn vắng lặng, dứt hết vọng tưởng vô minh. |https://lh5.googleusercontent.com/-k7lUoRXJziM/Uy_vTzYKYQI/AAAAAAAAIQs/QjwVaJ9MHPk/s194/phatphapungdung24032014.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-YNghiaNietBanTrongPhatGiao-Sub.mp4
412|Ý Nghĩa Niết Bàn Trong Phật Giáo (The Significance Of Nirvāna In Buddhism) - Thích Phước Tiến|Ý Nghĩa Niết Bàn Trong Phật Giáo (The Significance Of Nirvāna In Buddhism) - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2014| Bài pháp thoại Ý Nghĩa Niết Bàn Trong Phật Giáo do Đại Đức Thích Phước Tiến thuyết giảng.  Trong các kinh điển có nhiều định nghĩa khác nhau nhưng chữ Niết Bàn (Nirvana) không ngoài những nghĩa Viên tịch (hoàn toàn vắng lặng), Vô sanh (không còn sanh diệt) và Giải thoát v.v... những nghĩa này nhằm chỉ cho người đạt đạo sống trong trạng thái tâm thể hoàn toàn vắng lặng, dứt hết vọng tưởng vô minh. |https://lh5.googleusercontent.com/-k7lUoRXJziM/Uy_vTzYKYQI/AAAAAAAAIQs/QjwVaJ9MHPk/s194/phatphapungdung24032014.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-YNghiaNietBanTrongPhatGiao.mp3
413|Tịnh Độ Tại Nhân Gian - Thích Phước Tiến|Tịnh Độ Tại Nhân Gian - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2014|Bài pháp thoại Tịnh Độ Tại Nhân Gian do Đại Đức Thích Phước Tiến thuyết giảng. Từ khởi nguyên đạo Phật, Phật giáo không có danh từ “Tịnh độ”. Thời kỳ đầu của Phật giáo nguyên thủy, chúng ta xem mục đích tối thượng là niết bàn. Con đường đi đến niết bàn là thực hành Bát chánh đạo. Đệ tử đức Phật ngày xưa đều hành trì Bát chánh đạo, tóm tắt lại trở thành nền tảng của giới - định - tuệ, cho con đường giải thoát của tất cả những người tu theo Phật pháp. Sau đó mấy trăm năm, thời kỳ Đại thừa phát triển thì có những từ “Tịnh độ” hay “cực lạc”. Mục đích ban đầu của những con người tu giải thoát là làm sao đạt được trang thái “niết bàn”. Niết bàn không mang nghĩa là “cõi”, chỉ là trạng thái của tâm thức, không phải là thế giới. Ai đạt được trạng thái thanh tịnh, an lạc, giải thoát gọi là “niết bàn”.|https://lh6.googleusercontent.com/-jPr1ybBuC_E/UyvbsTAFYXI/AAAAAAAAII8/RsDuDNzw4QE/s194/phatphapungdung21032014.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-TinhDoTaiNhanGian.mp4
414|Tịnh Độ Tại Nhân Gian - Thích Phước Tiến|Tịnh Độ Tại Nhân Gian - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2014|Bài pháp thoại Tịnh Độ Tại Nhân Gian do Đại Đức Thích Phước Tiến thuyết giảng. Từ khởi nguyên đạo Phật, Phật giáo không có danh từ “Tịnh độ”. Thời kỳ đầu của Phật giáo nguyên thủy, chúng ta xem mục đích tối thượng là niết bàn. Con đường đi đến niết bàn là thực hành Bát chánh đạo. Đệ tử đức Phật ngày xưa đều hành trì Bát chánh đạo, tóm tắt lại trở thành nền tảng của giới - định - tuệ, cho con đường giải thoát của tất cả những người tu theo Phật pháp. Sau đó mấy trăm năm, thời kỳ Đại thừa phát triển thì có những từ “Tịnh độ” hay “cực lạc”. Mục đích ban đầu của những con người tu giải thoát là làm sao đạt được trang thái “niết bàn”. Niết bàn không mang nghĩa là “cõi”, chỉ là trạng thái của tâm thức, không phải là thế giới. Ai đạt được trạng thái thanh tịnh, an lạc, giải thoát gọi là “niết bàn”.|https://lh6.googleusercontent.com/-jPr1ybBuC_E/UyvbsTAFYXI/AAAAAAAAII8/RsDuDNzw4QE/s194/phatphapungdung21032014.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-TinhDoTaiNhanGian.mp3
415|Phật Tánh Là Gì - Thích Phước Tiến|Phật Tánh Là Gì - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2014|"Bài pháp thoại Phật Tánh Là Gì do Đại Đức Thích Phước Tiến thuyết giảng. Phật tánh là tánh giác, là lẽ thật nơi mỗi người, là chân lý bình đẳng với tất cả. Phật nói trong kinh Niết-bàn: ""Tất cả chúng sinh đều có Phật tánh"". Đó là một chân lý bình đẳng, tất cả chúng sinh đều có đủ nhưng do quên chánh nhân này nên mới chịu luân hồi sanh tử."|https://lh3.googleusercontent.com/-OrwlC_pnlrw/UxwWAZbBFHI/AAAAAAAAG5o/Bs4BwJdj6WM/s194/phatphapungdung09032014.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-PhatTanhLaGi.mp3
416|Vai Trò Cư Sĩ Phật Tử Trong Phật Giáo - Thích Phước Tiến|Vai Trò Cư Sĩ Phật Tử Trong Phật Giáo - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2014|Bài pháp thoại Vai Trò Cư Sĩ Phật Tử Trong Phật Giáo do Đại Đức Thích Phước Tiến thuyết giảng. Dưới bóng vạn lý của ba ngôi Tam Bảo – Phật, Pháp, Tăng – người Cư sĩ Phật giáo là chiếc cầu tượng trưng và tiêu biểu giữa Tam Bảo và cuộc đời thường; giữa hàng xuất gia và quần chúng. Nhưng thế nào là chân dung của một ngưởi Cư sĩ Phật giáo điển hình và tiêu chí nào để thành người Cư sĩ? Qua bài pháp thoại mọi người sẽ có câu trả lời cho chính mình. |https://lh3.googleusercontent.com/-tMVxMp6l-U0/UxrzvMi07lI/AAAAAAAAG5Y/-sglNAQ-VtQ/s194/phatphapungdung08032014.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-VaiTroCuSiPhatTuTrongPhatGiao.mp4
417|Vai Trò Cư Sĩ Phật Tử Trong Phật Giáo - Thích Phước Tiến|Vai Trò Cư Sĩ Phật Tử Trong Phật Giáo - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2014|Bài pháp thoại Vai Trò Cư Sĩ Phật Tử Trong Phật Giáo do Đại Đức Thích Phước Tiến thuyết giảng. Dưới bóng vạn lý của ba ngôi Tam Bảo – Phật, Pháp, Tăng – người Cư sĩ Phật giáo là chiếc cầu tượng trưng và tiêu biểu giữa Tam Bảo và cuộc đời thường; giữa hàng xuất gia và quần chúng. Nhưng thế nào là chân dung của một ngưởi Cư sĩ Phật giáo điển hình và tiêu chí nào để thành người Cư sĩ? Qua bài pháp thoại mọi người sẽ có câu trả lời cho chính mình. |https://lh3.googleusercontent.com/-tMVxMp6l-U0/UxrzvMi07lI/AAAAAAAAG5Y/-sglNAQ-VtQ/s194/phatphapungdung08032014.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-VaiTroCuSiPhatTuTrongPhatGiao.mp3
418|Tập Yêu Thương Theo Lời Phật Dạy - Practicing Love According To The Buddha’s Teachings - Thích Phước Tiến|Tập Yêu Thương Theo Lời Phật Dạy (Practicing Love According To The Buddha’s Teachings) - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2014|Bài pháp thoại Tập Yêu Thương Theo Lời Phật Dạy do Đại Đức Thích Phước Tiến thuyết giảng nhân khóa Tu An Lạc Lần Thứ 38 tại Tu Viện Tường Vân, huyện Bình Chánh. Từ Kinh Thủy Dụ, thầy giảng kỹ về năm phương pháp này có thể giúp ta vượt thắng phiền giận” khi phải gặp những người khó ưa. Kinh Thủy Dụ là một kinh trong bộ Trung A Hàm, thời đó khi đức Phật đang ở tại tu viện Cấp Cô Độc, những điều trong kinh chính là lời Ngài Xá Lợi Phất – một trong 10 đại đệ tử của đức Phật, người được coi là trí tuệ bậc nhất đã giảng cho các huynh đệ nghe. |https://lh5.googleusercontent.com/-0LJZNJVELaA/UxgsZxEV5II/AAAAAAAAGrQ/TEBsyBhJE-s/s194/phatphapungdung06032014.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/KhoaTuAnLac/KT38-TapYeuThuongTheoLoiPhatDay-ThichPhuocTien-Sub.mp4
419|Tập Yêu Thương Theo Lời Phật Dạy - Practicing Love According To The Buddha’s Teachings - Thích Phước Tiến|Tập Yêu Thương Theo Lời Phật Dạy (Practicing Love According To The Buddha’s Teachings) - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2014|Bài pháp thoại Tập Yêu Thương Theo Lời Phật Dạy do Đại Đức Thích Phước Tiến thuyết giảng nhân khóa Tu An Lạc Lần Thứ 38 tại Tu Viện Tường Vân, huyện Bình Chánh. Từ Kinh Thủy Dụ, thầy giảng kỹ về năm phương pháp này có thể giúp ta vượt thắng phiền giận” khi phải gặp những người khó ưa. Kinh Thủy Dụ là một kinh trong bộ Trung A Hàm, thời đó khi đức Phật đang ở tại tu viện Cấp Cô Độc, những điều trong kinh chính là lời Ngài Xá Lợi Phất – một trong 10 đại đệ tử của đức Phật, người được coi là trí tuệ bậc nhất đã giảng cho các huynh đệ nghe. |https://lh5.googleusercontent.com/-0LJZNJVELaA/UxgsZxEV5II/AAAAAAAAGrQ/TEBsyBhJE-s/s194/phatphapungdung06032014.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/KT38-TapYeuThuongTheoLoiPhatDay-ThichPhuocTien.mp3
420|Nhẹ Gánh Tang Bồng - Thích Phước Tiến|Nhẹ Gánh Tang Bồng - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2014|Bài pháp thoại Nhẹ Gánh Tang Bồng do Đại Đức Thích Phước Tiến thuyết giảng. Qua bài pháp thoại chúng ta hiểu sâu thêm về cách thức thực hành theo lời Phật dạy để mang lại lợi ích ý nghĩa nhất cho chính bản thân chúng ta. |https://lh5.googleusercontent.com/-zzcW5PBRSl4/UxgsTizyhqI/AAAAAAAAGrI/wpTSEmtRURE/s194/phatphapungdung06032014.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-NheGanhTangBong.mp4
421|Nhẹ Gánh Tang Bồng - Thích Phước Tiến|Nhẹ Gánh Tang Bồng - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2014|Bài pháp thoại Nhẹ Gánh Tang Bồng do Đại Đức Thích Phước Tiến thuyết giảng. Qua bài pháp thoại chúng ta hiểu sâu thêm về cách thức thực hành theo lời Phật dạy để mang lại lợi ích ý nghĩa nhất cho chính bản thân chúng ta. |https://lh5.googleusercontent.com/-zzcW5PBRSl4/UxgsTizyhqI/AAAAAAAAGrI/wpTSEmtRURE/s194/phatphapungdung06032014.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-NheGanhTangBong.mp3
